"Tempo [s]","Numero di Codici di Errore","Stato MIL","Stato Misfire","Stato del test del sistema di alimentazione","Stato del test dei componenti","Stato del monitoraggio dell'iniezione","Stato del test del catalizzatore","Heated Cat / Nox Monitor test status","Stato del test del sistema evaporativo","Secondary air sys test status","Stato test refrigerante aria condizionata","Stato test Sensore Ossigeno","Stato test Riscaldamento Sensore Ossigeno","Stato test Sistema EGR","Stato Sistema Carburante 1","Stato Sistema Carburante 2","Valore calcolato del carico","Temperatura refrigerante","Short Term Fuel Trim (Bank 1)","Long Term Fuel Trim (Bank 1)","Pressione collettore di entrata","Giri motore","Velocità veicolo","Timing Advance (Cyl. #1)","Temperatura aria di entrata","Rateo flusso d'aria (sensore MAF)","Absolute Throttle Position","Sensori ossigeno presenti","O2 Sensor Voltage B1S1","O2 Sensor fuel trim B1S1","O2 Sensor Voltage B1S2","O2 Sensor fuel trim B1S2","OBD conforme a","Tempo dall'avvio del motore","Distance since MIL activated","Commanded EGR","Commanded Evaporative Purge","Warm-ups since ECU reset","Distance since ECU reset","Barometric Pressure (absolute)","ECU voltage","Absolute Engine Load","Relative Throttle Position",
    2024-03-13 18:46:47.863,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,83.13725280761719,88.0,0.78125,-1.5625,74.0,900.5,13.0,20.5,21.0,7.389999866485596,24.3137264251709,3.0,770.0,-5.46875,120.0,99.21875,6.0,0.2524999976158142,0.0,0.0,12.549019813537598,255.0,11610.0,97.0,13.944999694824219,61.568626403808594,12.15686321258545,
    2024-03-13 18:46:50.169,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,70.98039245605469,89.0,7.8125,0.78125,77.0,1513.25,17.0,29.5,21.0,7.329999923706055,26.66666603088379,3.0,835.0,1.5625,145.0,99.21875,6.0,0.2524999976158142,0.0,26.66666603088379,28.235294342041016,255.0,11610.0,97.0,13.944999694824219,50.588233947753906,11.372549057006836,
    2024-03-13 18:46:52.306,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,14.117647171020508,89.0,0.0,0.0,20.0,2046.0,24.0,35.5,22.0,14.15999984741211,29.41176414489746,3.0,770.0,3.90625,145.0,99.21875,6.0,0.2524999976158142,0.0,53.33333206176758,62.35293960571289,255.0,11610.0,97.0,13.96500015258789,47.05882263183594,0.0,
    2024-03-13 18:46:54.389,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,62.35293960571289,89.0,-2.34375,0.78125,57.0,1510.75,30.0,26.0,22.0,4.230000019073486,21.960784912109375,3.0,820.0,-0.78125,75.0,99.21875,6.0,0.25611111521720886,0.0,21.960784912109375,7.843137264251709,255.0,11610.0,97.0,13.96500015258789,45.490196228027344,9.411765098571777,
    2024-03-13 18:46:56.541,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,12.549019813537598,89.0,3.125,0.78125,24.0,1824.0,31.0,51.0,22.0,2.049999952316284,16.86274528503418,3.0,30.0,0.0,120.0,99.21875,6.0,0.25611111521720886,0.0,0.0,0.0,255.0,11610.0,97.0,13.944999694824219,9.019607543945312,0.0,
    2024-03-13 18:46:58.942,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,16.47058868408203,89.0,3.90625,-1.5625,37.0,1605.25,29.0,40.0,22.0,2.049999952316284,16.86274528503418,3.0,880.0,0.0,75.0,99.21875,6.0,0.25611111521720886,0.0,0.0,0.0,255.0,11610.0,97.0,14.02299976348877,10.196078300476074,1.5686274766921997,
    2024-03-13 18:47:01.190,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,21.568628311157227,89.0,-1.5625,-0.78125,23.0,1399.25,24.0,34.0,22.0,5.489999771118164,22.352941513061523,3.0,80.0,3.125,100.0,99.21875,6.0,0.25611111521720886,0.0,13.333333015441895,0.0,255.0,11610.0,97.0,13.96500015258789,27.058822631835938,0.0,
    2024-03-13 18:47:03.248,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,14.901960372924805,89.0,-8.59375,-0.78125,23.0,1357.5,24.0,17.5,22.0,1.9800000190734863,16.86274528503418,3.0,860.0,-3.125,105.0,99.21875,6.0,0.25611111521720886,0.0,0.0,0.0,255.0,11610.0,97.0,13.96500015258789,10.980392456054688,0.0,
    2024-03-13 18:47:05.530,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,57.64706039428711,89.0,-4.6875,-0.78125,75.0,1343.5,23.0,17.5,22.0,1.940000057220459,16.86274528503418,3.0,85.0,-8.59375,115.0,99.21875,6.0,0.2594444453716278,0.0,0.0,0.0,255.0,11610.0,97.0,13.925999641418457,31.764705657958984,7.843137264251709,
    2024-03-13 18:47:07.687,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,70.5882339477539,89.0,2.34375,1.5625,72.0,1505.25,25.0,23.0,22.0,11.489999771118164,28.235294342041016,3.0,720.0,3.125,145.0,99.21875,6.0,0.2594444453716278,0.0,17.647058486938477,0.0,255.0,11610.0,97.0,13.925999641418457,54.117645263671875,11.372549057006836,
    2024-03-13 18:47:09.747,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,67.05882263183594,89.0,4.6875,1.5625,73.0,1940.25,32.0,41.5,22.0,10.899999618530273,26.66666603088379,3.0,95.0,3.90625,165.0,99.21875,6.0,0.2594444453716278,0.0,53.33333206176758,0.0,255.0,11610.0,97.0,13.925999641418457,51.3725471496582,12.549019813537598,
    2024-03-13 18:47:12.052,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,4.0,0.0,13.72549057006836,89.0,0.0,0.0,19.0,2309.5,38.0,35.5,22.0,16.399999618530273,30.58823585510254,3.0,75.0,3.90625,195.0,99.21875,6.0,0.2594444453716278,0.0,44.313724517822266,0.0,255.0,11610.0,97.0,13.944999694824219,13.72549057006836,0.0,
    2024-03-13 18:47:14.202,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,4.0,0.0,23.13725471496582,89.0,-2.34375,-3.125,31.0,1539.0,42.0,9.5,22.0,2.1500000953674316,16.86274528503418,3.0,50.0,0.0,5.0,99.21875,6.0,0.2594444453716278,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,16.86274528503418,0.0,
    2024-03-13 18:47:16.279,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,4.0,0.0,23.921567916870117,89.0,-4.6875,-3.125,33.0,915.25,41.0,11.0,21.0,1.9600000381469727,16.86274528503418,3.0,810.0,-5.46875,85.0,99.21875,6.0,0.2594444453716278,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,18.039215087890625,0.0,
    2024-03-13 18:47:18.578,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,4.0,0.0,24.3137264251709,89.0,-1.5625,-3.125,32.0,857.75,40.0,10.0,21.0,2.0999999046325684,16.86274528503418,3.0,85.0,-2.34375,105.0,99.21875,6.0,0.26277777552604675,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,18.039215087890625,0.0,
    2024-03-13 18:47:20.850,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,23.921567916870117,89.0,-1.5625,-3.125,32.0,871.5,35.0,10.5,21.0,2.049999952316284,16.86274528503418,3.0,120.0,-0.78125,100.0,99.21875,6.0,0.26277777552604675,0.0,0.0,0.0,255.0,11610.0,97.0,13.88700008392334,18.039215087890625,0.0,
    2024-03-13 18:47:23.064,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,23.921567916870117,89.0,0.78125,-3.125,33.0,866.0,29.0,11.0,21.0,2.0299999713897705,16.86274528503418,3.0,770.0,-1.5625,110.0,99.21875,6.0,0.26277777552604675,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,18.039215087890625,0.0,
    2024-03-13 18:47:25.226,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,23.921567916870117,89.0,0.0,-3.125,33.0,850.0,24.0,11.0,21.0,2.0299999713897705,16.86274528503418,3.0,790.0,-1.5625,120.0,99.21875,6.0,0.26277777552604675,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,18.039215087890625,0.0,
    2024-03-13 18:47:27.567,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,24.3137264251709,89.0,0.78125,-3.125,33.0,844.75,18.0,11.5,21.0,1.940000057220459,16.86274528503418,3.0,155.0,0.78125,125.0,99.21875,6.0,0.26277777552604675,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,18.039215087890625,0.0,
    2024-03-13 18:47:29.730,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,23.921567916870117,89.0,-0.78125,-3.125,32.0,832.75,8.0,11.0,21.0,2.009999990463257,16.86274528503418,3.0,85.0,0.78125,130.0,99.21875,6.0,0.2658333480358124,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,18.431371688842773,0.0,
    2024-03-13 18:47:31.768,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,23.13725471496582,89.0,-1.5625,-3.125,32.0,832.25,1.0,10.0,21.0,1.9600000381469727,16.86274528503418,3.0,810.0,-0.78125,135.0,99.21875,6.0,0.2658333480358124,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,17.647058486938477,0.0,
    2024-03-13 18:47:34.092,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,23.52941131591797,89.0,0.0,-3.125,34.0,786.0,0.0,14.5,21.0,1.809999942779541,16.86274528503418,3.0,235.0,0.78125,135.0,99.21875,6.0,0.2658333480358124,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,17.647058486938477,0.0,
    2024-03-13 18:47:36.376,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,24.3137264251709,89.0,0.78125,-3.90625,35.0,707.75,0.0,14.5,21.0,1.659999966621399,16.86274528503418,3.0,585.0,-1.5625,140.0,99.21875,6.0,0.2658333480358124,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,18.039215087890625,0.0,
    2024-03-13 18:47:38.412,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.098039627075195,89.0,1.5625,-3.90625,35.0,680.0,0.0,11.5,21.0,1.600000023841858,16.86274528503418,3.0,755.0,-0.78125,140.0,99.21875,6.0,0.2658333480358124,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,18.823530197143555,0.0,
    2024-03-13 18:47:40.714,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.098039627075195,89.0,-0.78125,-3.90625,35.0,670.25,0.0,10.5,22.0,1.659999966621399,16.86274528503418,3.0,155.0,1.5625,145.0,99.21875,6.0,0.2658333480358124,0.0,0.0,0.0,255.0,11610.0,97.0,13.88700008392334,19.215686798095703,0.0,
    2024-03-13 18:47:42.902,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.098039627075195,89.0,-0.78125,-3.125,35.0,669.25,0.0,9.5,22.0,1.659999966621399,16.86274528503418,3.0,775.0,-0.78125,145.0,99.21875,6.0,0.26944443583488464,0.0,0.0,0.0,255.0,11610.0,97.0,13.809000015258789,19.215686798095703,0.0,
    2024-03-13 18:47:45.057,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,89.0,-0.78125,-3.125,35.0,668.0,0.0,10.5,22.0,1.6799999475479126,16.86274528503418,3.0,190.0,1.5625,150.0,99.21875,6.0,0.26944443583488464,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,18.823530197143555,0.0,
    2024-03-13 18:47:47.081,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.098039627075195,89.0,0.78125,-3.125,35.0,673.0,0.0,9.0,22.0,1.6399999856948853,16.86274528503418,3.0,770.0,-0.78125,150.0,99.21875,6.0,0.26944443583488464,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,18.823530197143555,0.0,
    2024-03-13 18:47:49.358,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.098039627075195,89.0,-1.5625,-3.90625,35.0,681.5,0.0,9.5,22.0,1.6399999856948853,16.86274528503418,3.0,705.0,-1.5625,150.0,99.21875,6.0,0.26944443583488464,0.0,0.0,0.0,255.0,11610.0,97.0,13.847999572753906,19.215686798095703,0.0,
    2024-03-13 18:47:53.663,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,90.0,1.5625,-3.125,34.0,677.25,0.0,9.5,22.0,1.6799999475479126,16.86274528503418,3.0,760.0,-0.78125,155.0,99.21875,6.0,0.26944443583488464,0.0,0.0,0.0,255.0,11610.0,97.0,13.82800006866455,19.215686798095703,0.0,
    2024-03-13 18:47:56.075,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.098039627075195,90.0,-0.78125,-3.125,35.0,679.75,0.0,10.0,22.0,1.6200000047683716,16.86274528503418,3.0,150.0,0.78125,155.0,99.21875,6.0,0.2727777659893036,0.0,0.0,0.0,255.0,11610.0,97.0,13.866999626159668,19.215686798095703,0.0,
    2024-03-13 18:47:58.217,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,90.0,-0.78125,-3.125,34.0,675.25,0.0,8.0,22.0,1.7000000476837158,16.86274528503418,3.0,755.0,-1.5625,160.0,99.21875,6.0,0.2727777659893036,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,19.215686798095703,0.0,
    2024-03-13 18:48:00.237,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,90.0,0.78125,-3.90625,34.0,674.5,0.0,10.0,22.0,1.659999966621399,16.86274528503418,3.0,140.0,0.78125,160.0,99.21875,6.0,0.2727777659893036,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,19.215686798095703,0.0,
    2024-03-13 18:48:02.512,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,1.5625,-3.90625,35.0,679.5,0.0,9.5,22.0,1.7000000476837158,16.86274528503418,3.0,710.0,-0.78125,160.0,99.21875,6.0,0.2727777659893036,0.0,0.0,0.0,255.0,11610.0,97.0,13.847999572753906,19.215686798095703,0.0,
    2024-03-13 18:48:04.666,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,-0.78125,-3.90625,35.0,679.75,0.0,9.0,23.0,1.6399999856948853,16.86274528503418,3.0,315.0,-0.78125,160.0,99.21875,6.0,0.2727777659893036,0.0,0.0,0.0,255.0,11610.0,97.0,13.82800006866455,19.215686798095703,0.0,
    2024-03-13 18:48:06.871,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,0.78125,-3.125,35.0,669.0,0.0,9.5,23.0,1.6799999475479126,16.86274528503418,3.0,510.0,1.5625,165.0,99.21875,6.0,0.2761111259460449,0.0,0.0,0.0,255.0,11610.0,97.0,13.82800006866455,19.215686798095703,0.0,
    2024-03-13 18:48:08.999,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,0.0,-3.125,34.0,674.25,0.0,9.5,23.0,1.6200000047683716,16.86274528503418,3.0,770.0,-0.78125,165.0,99.21875,6.0,0.2761111259460449,0.0,0.0,0.0,255.0,11610.0,97.0,13.82800006866455,19.215686798095703,0.0,
    2024-03-13 18:48:11.326,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,0.78125,-3.90625,34.0,678.0,0.0,11.0,23.0,1.659999966621399,16.86274528503418,3.0,95.0,0.78125,165.0,99.21875,6.0,0.2761111259460449,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,18.823530197143555,0.0,
    2024-03-13 18:48:13.493,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,0.0,-3.90625,35.0,670.75,0.0,9.5,23.0,1.7300000190734863,16.86274528503418,3.0,765.0,-0.78125,165.0,99.21875,6.0,0.2761111259460449,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,19.215686798095703,0.0,
    2024-03-13 18:48:15.517,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,1.5625,-3.90625,34.0,672.25,0.0,10.0,23.0,1.6200000047683716,16.86274528503418,3.0,445.0,1.5625,170.0,99.21875,6.0,0.2761111259460449,0.0,0.0,0.0,255.0,11610.0,97.0,13.906000137329102,19.215686798095703,0.0,
    2024-03-13 18:48:17.822,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.098039627075195,91.0,0.0,-3.125,34.0,680.0,0.0,9.5,23.0,1.6399999856948853,16.86274528503418,3.0,665.0,-0.78125,170.0,99.21875,6.0,0.2761111259460449,0.0,0.0,0.0,255.0,11610.0,97.0,13.88700008392334,18.823530197143555,0.0,
    2024-03-13 18:48:20.052,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,-0.78125,-3.125,34.0,675.75,0.0,10.5,23.0,1.6200000047683716,16.86274528503418,3.0,745.0,0.0,170.0,99.21875,6.0,0.2797222137451172,0.0,0.0,0.0,255.0,11610.0,97.0,13.847999572753906,19.215686798095703,0.0,
    2024-03-13 18:48:22.112,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,25.490196228027344,91.0,0.0,-2.34375,33.0,677.5,0.0,8.5,23.0,1.6799999475479126,16.86274528503418,3.0,755.0,-1.5625,170.0,99.21875,6.0,0.2797222137451172,0.0,0.0,0.0,255.0,11610.0,97.0,13.847999572753906,19.215686798095703,0.0,
    2024-03-13 18:48:24.500,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,90.5882339477539,91.0,5.46875,5.46875,70.0,703.5,0.0,10.0,23.0,11.270000457763672,30.980392456054688,3.0,70.0,0.0,195.0,99.21875,6.0,0.2797222137451172,0.0,0.0,65.09803771972656,255.0,11610.0,97.0,13.847999572753906,68.23529052734375,22.352941513061523,
    2024-03-13 18:48:27.060,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,80.78431701660156,92.0,0.0,4.6875,92.0,2629.0,16.0,26.0,23.0,2.490000009536743,16.86274528503418,3.0,0.0,2.34375,10.0,99.21875,6.0,0.2797222137451172,0.0,13.333333015441895,6.666666507720947,255.0,11610.0,97.0,13.906000137329102,57.64706039428711,11.764705657958984,
    2024-03-13 18:48:29.352,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,98.03921508789062,92.0,0.0,0.0,20.0,2000.5,22.0,22.5,25.0,21.40999984741211,49.411766052246094,3.0,900.0,0.0,260.0,99.21875,6.0,0.2797222137451172,0.0,0.0,5.490196228027344,255.0,11610.0,97.0,14.003999710083008,76.47058868408203,36.47058868408203,
    2024-03-13 18:48:31.854,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,56.86274337768555,92.0,3.90625,1.5625,31.0,2101.5,35.0,37.5,25.0,9.9399995803833,29.41176414489746,3.0,885.0,-1.5625,660.0,99.21875,6.0,0.28305554389953613,0.0,0.0,5.490196228027344,255.0,11610.0,97.0,14.003999710083008,74.11764526367188,13.333333015441895,
    2024-03-13 18:48:33.978,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,63.92156982421875,92.0,4.6875,2.34375,69.0,2252.5,39.0,54.5,25.0,16.5,32.54901885986328,3.0,180.0,3.125,735.0,99.21875,6.0,0.28305554389953613,0.0,0.0,73.33333587646484,255.0,11610.0,97.0,13.88700008392334,55.29411697387695,12.941176414489746,
    2024-03-13 18:48:36.133,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,30.980392456054688,92.0,3.90625,1.5625,38.0,2503.25,42.0,42.5,25.0,8.550000190734863,24.3137264251709,3.0,75.0,6.25,735.0,99.21875,6.0,0.28305554389953613,0.0,50.98039245605469,19.60784339904785,255.0,11610.0,97.0,13.925999641418457,23.921567916870117,7.058823585510254,
    2024-03-13 18:48:38.203,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,24.705883026123047,92.0,2.34375,1.5625,30.0,2467.75,42.0,54.5,25.0,6.900000095367432,23.13725471496582,3.0,110.0,3.125,755.0,99.21875,6.0,0.28305554389953613,0.0,37.64706039428711,18.431371688842773,255.0,11610.0,97.0,13.925999641418457,19.60784339904785,5.490196228027344,
    2024-03-13 18:48:40.499,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,20.0,90.0,-2.34375,1.5625,23.0,2345.5,41.0,51.0,25.0,4.920000076293945,21.568628311157227,3.0,145.0,1.5625,775.0,99.21875,6.0,0.28305554389953613,0.0,24.3137264251709,11.764705657958984,255.0,11610.0,97.0,13.96500015258789,16.86274528503418,3.9215686321258545,
    2024-03-13 18:48:42.623,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,49.411766052246094,90.0,6.25,1.5625,57.0,2106.0,37.0,46.0,23.0,5.75,22.352941513061523,3.0,400.0,3.90625,780.0,99.21875,6.0,0.28305554389953613,0.0,40.0,19.60784339904785,255.0,11610.0,97.0,13.925999641418457,27.45098114013672,9.019607543945312,
    2024-03-13 18:48:44.826,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,54.117645263671875,90.0,0.78125,1.5625,43.0,2083.0,35.0,43.5,23.0,11.640000343322754,27.058822631835938,3.0,820.0,2.34375,780.0,99.21875,6.0,0.2863888740539551,0.0,53.33333206176758,66.66666412353516,255.0,11610.0,97.0,13.925999641418457,43.13725662231445,9.803921699523926,
    2024-03-13 18:48:47.212,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,19.215686798095703,90.0,-6.25,1.5625,29.0,2168.0,37.0,51.0,23.0,3.4700000286102295,20.0,3.0,860.0,-2.34375,775.0,99.21875,6.0,0.2863888740539551,0.0,0.0,7.450980186462402,255.0,11611.0,97.0,13.984000205993652,14.509803771972656,3.1372549533843994,
    2024-03-13 18:48:49.396,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,68.62744903564453,90.0,5.46875,1.5625,69.0,1888.25,33.0,38.5,23.0,11.34000015258789,25.882352828979492,3.0,760.0,3.125,770.0,99.21875,6.0,0.2863888740539551,0.0,46.66666793823242,43.92156982421875,255.0,11611.0,97.0,13.925999641418457,39.60784149169922,11.764705657958984,
    2024-03-13 18:48:51.517,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,49.411766052246094,89.0,0.78125,1.5625,58.0,2030.75,34.0,44.5,23.0,10.270000457763672,25.882352828979492,3.0,665.0,7.03125,770.0,99.21875,6.0,0.2863888740539551,0.0,50.98039245605469,51.764705657958984,255.0,11611.0,97.0,13.944999694824219,38.82352828979492,8.627450942993164,
    2024-03-13 18:48:53.675,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,38.431373596191406,89.0,-1.5625,1.5625,49.0,2061.5,35.0,50.0,22.0,9.069999694824219,24.705883026123047,3.0,205.0,4.6875,765.0,99.21875,6.0,0.2863888740539551,0.0,50.98039245605469,37.25490188598633,255.0,11611.0,97.0,13.944999694824219,30.980392456054688,6.666666507720947,
    2024-03-13 18:48:55.860,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,63.13725662231445,89.0,1.5625,1.5625,78.0,2004.75,35.0,51.0,22.0,10.470000267028809,26.27450942993164,3.0,590.0,4.6875,760.0,99.21875,6.0,0.2897222340106964,0.0,50.98039245605469,61.17647171020508,255.0,11611.0,97.0,13.925999641418457,42.74509811401367,10.588234901428223,
    2024-03-13 18:48:58.044,0.0,0.0,1.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,256.0,256.0,256.0,2.0,0.0,60.0,89.0,0.0,1.5625,49.0,2084.5,35.0,33.5,22.0,13.989999771118164,29.019607543945312,3.0,435.0,-0.78125,765.0,99.21875,6.0,0.2897222340106964,0.0,50.98039245605469,96.07843017578125,255.0,11611.0,97.0,13.88700008392334,47.45098114013672,10.980392456054688,
